statement,actual_verdict,model_verdict
"Says Brendan Kelly ""allowed half of the criminals he faced to walk free"" and ""failed to protect women who were violently assaulted,"" allowing ""those guilty of sexual assault to cut inexcusable plea deals.""",False,True
About 3 percent of Gov. Nathan Deal’s appointments have been African-American.,True,False
"""We’ve got a police station that’s under construction right now, they are actually ahead of schedule and under budget.""",False,False
"""Among the developed nations, we are the least economically and socially mobile country in the world.""",True,True
"Transmission of COVID-19 by asymptomatic individuals ""has never been proven.""",False,False
"""Florida spends more than $300 million a year just on children repeating pre-K through 3rd grade.""",True,True
"There was ""serious voter fraud"" in Virginia.",False,False
"Says the Republican Party platform says ""pull back even more of the rules on campaign finance reform, get rid of McCain-Feingold"" while the Democratic Party platform says ""we want to find a way to put more fair rules on campaign finance reform.""",True,True
"America’s federal business tax rate is the highest ""in the world.""",True,True
A flight crew took a knee and stranded the New Orleans Saints on an airport runway.,False,False
"""Barack Obama will somehow manage to add more than $8 trillion to the national debt, which is more debt than the 43 presidents who held office before him compiled together.""",True,True
"""Virtually no Republican"" in Washington accepts climate change science.",True,True
"Quotes Robert Mueller as saying, ""We must move as quickly as possible to a one-world government; a one-world religion; under a one world leader.""",False,False
"Metro Atlantans spend ""over an hour every day"" or ""five hours a week"" commuting, for a total of ""260 hours a year.""",True,True
"""More than 200,000 DACA recipients are essential infrastructure workers"" including ""41,700 DACA recipients in the healthcare industry""",True,True
"""We've heard talk about curbing our use of fossil fuels in nearly every State of the Union address since the oil embargo of 1973.""",True,True
"Says his budget ""calls for one of the largest increases in national defense spending in American history.""",False,False
"""The total (state) payroll has gone down. The total amount of the number of workers in the state has gone down. I like the fact that the bulk of that is just by retirements.""",True,True
"The Manchin-Toomey amendment ""would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members"" to get government approval.",False,True
"Democrats and Joe Biden ""want to abolish the suburbs altogether by ending single-family home zoning.""",False,False
Georgia’s unemployment rate has exceeded the national rate for 50 consecutive months.,True,False
"The film and TV industry supports more than 24,000 direct jobs and pays local workers more than $1.68 billion in wages in Georgia.",True,False
"The Pfizer COVID-19 vaccine is ""99% graphene oxide,"" which is ""toxic to the human body and causes a number of problems.",False,False
"Says that several times in the last 15 years, Austin City Council candidates have won seats after trailing by more than 4,000 votes in the election prompting the runoff.",True,False
"""Sen. Obama has never taken on his party leaders on a single major issue.""",True,False
"""If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.""",True,True
"Says Marjorie Taylor Greene said ""246 years ago Jesus Christ performed his miracle of making a single days worth of bullets last 8 days.""",False,False
"""More preschoolers are shot dead each year than police officers are in the line of duty.""",True,True
"Says that each year, about 25,000 American women become pregnant through rape or incest.",True,True
"Water rates in Manila, Philippines, ""were raised up to 845 percent"" when a subsidiary of the World Bank became a partial owner.",True,True
"Quotes Andy Borowitz as saying ""stopping Hillary is a short-term solution. The long-term solution — and it will be more difficult — is fixing the educational system that has created so many people ignorant enough to vote for Hillary.""",False,False
Says Mitt Romney's comments indicated he would not have pursued Osama bin Laden.,True,True
"""We have killed lots of innocent people in the state of Texas.""",False,True
"A data-storing microchip ""would be implanted in the majority of people who opt to become covered by the public health care option.""",False,True
Says opponent Tammy Baldwin ‘has had not one positive ad’ in the campaign for U.S. Senate.,True,False
"""The annual Pentagon budget hovers over $750 billion annually, twice that of the much debated Build Back Better Act that costs about $350 billion annually as currently proposed.""",True,True
"Says Tammy Baldwin’s ""Medicare for All"" plan means senior citizens would ""no longer have"" Medicare.",False,False
The InterLink at T.F. Green Airport is the closest air-rail link in the country.,False,False
"""Six of Georgia’s counties have no lawyers at all.""",True,True
"""Sanctuary cities are extremely dangerous.""",False,False
"The president's health care proposals will cause ""most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.""",False,True
"After Arizona banned smoking in ""all public places"" in 2007, ""admissions for acute myocardial infarction … stroke, asthma, [and] angina decreased following the implementation of the ban.""",True,True
Says most Texas schools spend 45 out of 180 school days in mandated testing.,False,False
"""Pregnant women who stand for five to six hours at a time increase their risk of pre-term pregnancy by 80 percent.""",False,True
Says Maggie Hassan is the only female governor in the country.,False,False
We’ve reduced crime to its lowest level in 27 years.,True,False
"""Gas prices have never been higher, and Exxon Mobil's profits have never been higher.""",False,True
"""The person that shot Ashli Babbitt — boom — right through the head — just boom — there was no reason for that.""",False,False
"""Ronald Reagan’s signature on the 1986 amnesty act"" gave Barack Obama about 15 million additional Hispanic votes in 2012.",False,False
Says Donald Trump is for a single-payer health care system.,True,False
"""On average, each U.S. military working dog saves the lives of between 150 and 200 servicemen and women over the span of his career.""",False,False
"Quotes Kurt Cobain saying in 1993 that he wouldn’t be surprised if his generation eventually elected a ""true outsider"" a ""business tycoon who can’t be bought"" … ""someone like Donald Trump""",False,False
"""13 percent of Americans, the lowest ever, are without health care.""",True,False
"Says LeBron James ""stops paying his Social Security taxes at the beginning of the second quarter of the first game of the season.""",True,True
"The Koch Brothers are ""spending more money than either the Democratic or Republican parties"" in the 2016 elections.",False,True
"Crimea ""was sort of taken away from President Obama. … And he wanted Russia to be out of what was called the G-8. And that was his determination.""",False,False
The city of Atlanta has either the highest or second-highest average water bills in the country.,True,True
"In the United Kingdom, ""70-plus percent of the people who die now from COVID are fully vaccinated.""",False,False
"Says an array of statistics show that conditions in some parts of Baltimore rival that of ""the West Bank in Palestine,"" ""North Korea,"" and ""distressed cities in Nigeria, India, China and South Africa.""",True,True
"Says the New York Times reported that Hillary Clinton and George Soros ""paid (a) woman to accuse Trump of sexual attack.""",False,False
The murder rate in Atlanta is on the rise this year.,True,True
"Says Chuck Schumer said ""it’s racist to only allow citizens to vote.""",False,False
"The ""average taxpayer will see the equivalent of a 2 percent pay raise as a result of low fuel prices.""",True,True
"A photo shows ex-Minneapolis police officer Derek Chauvin wearing a ""Make Whites Great Again Hat.""",False,False
"In the plot to kidnap Michigan Gov. Gretchen Whitmer, ""the perps were ANTIFA and BLM anarchists.""",False,False
"A proposed amendment ""allows a teenager to get a recommendation for medical marijuana without the consent of a parent.""",True,True
"By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined.",True,True
"""If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.""",False,False
"""The Tax Foundation figures Rhode Island as the 10th highest state for state and local tax burden per capita in the country. We're the 6th worst in the country for the business tax index. We're the 3rd highest per capita in the country for all taxes.""",False,False
"Chuck Grassley was ""voting to slash Medicare"" when voting against the debt ceiling bill.",True,True
"""Martin Luther King said our lives begin to end the day we become silent on things that matter.""",True,False
"Many uninsured Americans are ""young.""",True,True
Tim Kaine broke a campaign promise not to raise taxes.,False,True
"""Judge Rules Over 200,000 Biden Votes Are Illegitimate In Wisconsin.""",False,False
"If the U.S. didn't borrow $1.2 trillion every year ""to fund government operations,"" that money would be available ""for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.""",False,False
"Says ""Cape May, Cumberland, Salem and part of Atlantic counties are all south of the Mason-Dixon line.""",False,False
"""Social Security is a Ponzi scheme.""",False,False
"Says the changes to the State Health Plan ""will DENY North Carolina state employees, retirees, and their families of in-network access to critical healthcare services.""",True,False
"John Kitzhaber created 128,000 new jobs while governor.",True,False
"""Thanks to the insane tax-and-spending spree of President Joe Biden and Democrats in Washington, we are seeing six straight months of raging inflation.""",False,False
"Says ""Harry Reid has a better voting attendance record than these three Congressmen!""",True,True
Obama wants to increase the size of government by 23 percent.,False,False
"""Most Americans favor keeping Title 42 in place.""",True,True
"Says U.S. Rep. Ann McLane Kuster used $293,000 of taxpayer money to send campaign mail.",False,True
"President Donald Trump’s budget ""threatened to cut $2 trillion from Social Security, Medicare and Medicaid""",False,True
"""In campaigns in the past with Sen. McCain and President George W. Bush and others, they have tended to release tax records in April.""",True,True
"A letter from Mississippi Gov. Tate Reeves says that at ""the beginning of October 2020 the statewide mask requirements will be abolished.""",False,False
Most voters prefer zombies to the current U.S. Congress.,True,False
"""Studies show that if we opened one reserve in Alaska now, in five years, gas prices could be at $2 a gallon.""",False,True
"Says Rick Scott ""raised property taxes.""",False,False
"When it comes to the state deficit, Wisconsin is ""proportionally in as much trouble as the State of California.""",True,True
"Says Jon Ossoff wants to ""allow illegal immigration.""",False,False
"As a prosecutor, Wisconsin Supreme Court Justice David Prosser did not investigate or file charges in a case involving 30-year pedophile priest, then participated in cover-up.",False,False
"""Migrants DEMAND $50,000 each to go home, or else …""",True,True
"""We have an Army that just cut 40,000 spots.""",True,True
"""I did not — I did not — I do not say that. I do not say that"" climate change is a hoax perpetrated by the Chinese.",False,False
"Says Italy arrested a doctor ""for intentionally killing over 3,000 coronavirus patients.""",False,False
"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, ""Allah be praised. America we will kill you all and nothing you can do to stop it.""",False,False
Says the logo of a porn website appeared during a CNN broadcast.,False,False
"Florida’s regulations on the payday lending industry are ""stronger than almost any other state.""",False,True
"""In the history of the United States, 168 presidential nominees have been filibustered, 82 blocked under President Obama, 86 blocked under all the other presidents.""",True,False
Bob Barr has changed his position on the Defense of Marriage Act over the years.,True,True
"Says Texas has one state inspector for every 4,500 oil and gas wells.",True,True
"Says Maxine Waters tweeted, ""Every single gun owner I have talked to has told me, ‘As soon as I walked out of that gun store, I felt a killer growing inside of me.’ When will we acknowledge there is no such thing as a responsible gun owner?""",False,False
"Says it’s a ""statistical reality that most single moms are very poor, under-educated, can't get a job, and if it weren't for government assistance, their kids would be starving to death.""",False,False
"Says the House impeachment vote was the third by Democrats — ""They tried to impeach Trump for criticizing the NFL and for some other things.""",False,False
"""Every time we've cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, it's been damaged.""",False,False
"""The typical Wisconsin worker makes $5,000 less each year than our neighbors in Minnesota"" under Gov. Scott Walker’s policies.",True,True
"""While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart.""",True,True
"Says that under President Obama, there’s been a substantial increase in federal government jobs.",False,False
"McCain ""said no to higher fuel-efficiency standards for cars.""",False,True
"When it comes to aid, ""the United States is still about half as what European countries give as a percentage.""",True,True
"""Cuomo ended cash bail ... and now the crime rate has gone through the roof.""",False,False
"""Remember, the American Revolution began when they came for the guns.""",True,False
"""Community banks … are being destroyed by Dodd-Frank.""",False,True
"Quotes Trump as saying ""would you really want a president who was dumb enough to let himself get drafted?""",False,False
"""NASA admits that man-made climate change is a hoax!""",False,False
"""Do this research … watch how much crime picks up if you take away [football].""",False,False
"""Final election 2016 numbers: Trump won"" the popular vote.",False,False
Thousands of cattle that recently died in Kansas weren’t killed by the heat.,False,False
"Says the ""public option"" considered in the health care law backed by U.S. Senate candidate Tammy Baldwin was ""wildly unpopular.""",False,True
"""Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.""",True,True
"Says ""Russ Feingold cut Medicare by $523 billion.""",False,False
"""If you look at states that are right to work, they constantly do not have budget deficits and they have very good business climates.""",False,False
Says Democratic Party created the Ku Klux Klan.,False,False
"""Credit agency says Rep. Gibbs recklessly caused downgrade, higher interest rates.""",False,True
"Says U.S. Rep. Ron Kind has ""spent more $ in 100+ days than was spent fighting WWII",False,False
"It was ""the left"" that ""finally"" made Juneteenth a national holiday.",True,False
"Members of Congress ""receive full pay retirement after serving one term.""",False,False
"Atlanta Mayor Kasim Reed became a city resident in the last annexation, opening the door to his candidacy.",True,False
"""The CEO of the company that owns Wendy’s, Taco Bell, and Pizza Hut donated $400,000 towards Trump’s re-election campaign.""",False,False
"Ron Klein ""sponsored an amendment that specifically allows price gouging.""",False,True
"Capital punishment is a ""specific deterrent with the most heinous crimes.""",False,False
"Says that in his book, Rick Perry said that ""Social Security is unconstitutional.""",True,True
"""Democrats are responsible for the massive spending and debt growth, they alone need to take responsibility for raising the debt limit.""",False,False
Says that 9 million to 50 million undocumented immigrants live in the United States.,False,True
Photo shows an ice mass hanging inside a Houston home during Texas winter storms.,False,False
"""Our campaign depends on small donations for the majority of our support.""",False,False
A photo shows paleontologists in Greece discovering the skeleton of a giant.,False,False
"Says Rep. Jim Renacci was ""trying to leave town for the holidays without extending your payroll tax cut.""",False,False
"""Now, they’re doing tests on airlines — very strong tests — for getting on, getting off. They’re doing tests on trains — getting on, getting off.""",False,False
"""Of the 18 stadiums built from 2004 to 2013, 47 percent of the total cost came from public sources.""",True,True
"""Breaking: FBI just raided the White House, 6 people thrown out.""",False,False
"""We defied the stand-down orders"" during the Benghazi attack.",False,True
Says Charlie Crist could have expanded Medicaid after the health care law passed but didn't.,False,True
"The Americans for Tax Reform pledge ""relates to new taxes that were going to be initiated by legislative action.""",False,True
Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,True,False
"""FBI uncovers evidence that 62 million Trump voters are all Russian agents!""",False,False
"Countries with a higher minimum wage than the United States’ $7.25 an hour include Denmark at $21, Australia at $15.81, Germany at $11 and France at $12.35.",True,True
Says 11 soccer players on the U.S. Men’s National Team are immigrants.,False,False
"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",False,True
"Says EPA regulation of greenhouse gases will endanger 575 Texas dairy facilities, 58 swine operations, 1,300 corn farms and 28,000 beef cattle operations.",False,False
"""I spent 18 months putting together the sanctions against Iran so that we could force them to the negotiating table.""",True,True
"""Joe Biden is the only candidate with a plan to get us out of Iraq and keep us out.""",True,False
"Says Wisconsin Supreme Court candidate JoAnne Kloppenburg ""put an 80-year-old farmer in jail for refusing to plant native vegetation on his farm.""",False,True
"Florida has the ""third most-regressive tax"" structure.",True,True
"""More Americans receive food aid than work in (the) private sector.""",False,True
"""Military Arrests Biden’s Sec. of Agriculture Tom Vilsack.""",False,False
"The United States has ""an immigration system where only 6.5 percent of people who come here, come here based on labor and skill.""",True,True
"Last year, Beaverton School District had the highest number of homeless students ever recorded in Oregon.",False,True
"""99 percent of all new income today (is) going to the top 1 percent.""",True,True
"Says Sen. Kay Bailey Hutchison ""took 154 private flights all funded by taxpayers"" though ""commercial flights were readily available at a fraction of the cost.""",True,True
"""200,000 students attempt suicide every year on college campuses.""",True,True
"Says that Mitt Romney's response to the crisis in the auto industry was, ""Let Detroit go bankrupt.""",True,True
"The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""",True,True
"""Our (COVID-19) numbers are better than almost all countries.""",False,False
Says Joe Biden called for a jihad in a video.,False,False
"""Less than 500 people a year killed by all rifles combined"" and ""4,000 a year killed by illegals.""",False,False
"""BUSTED: NASA Accidentally destroys every climate change advocate by exposing massive truth behind Antarctica.""",False,False
New food safety legislation will regulate backyard gardening.,False,False
"Photo shows ""MAYHEM in Oregon!""",False,False
"Says Sen. Thom Tillis ""doesn’t think restaurant workers should have to wash their hands.""",False,False
"Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.",False,True
"""Tennessee new law passed 48 hours ago now makes it illegal to teach Black history in the grades K-12.""",False,False
"Says that despite a recent increase in school funding, Scott Walker ""has taken over a billion dollars from the public schools.""",False,True
Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water.,True,False
"In the United States, ""we tax our exports and don't tax our imports.""",True,False
"""Big pharmaceuticals pay off — they literally pay off — generics to keep the prices and the competition off the market.""",True,True
"""Kansas City Chiefs QB Patrick Mahomes has left training camp and says he will ‘not play another down in the NFL’ until the team changes their name.""",False,False
"Says 7,000 millionaires ""gamed the system to pay no income taxes.""",False,True
"""Many presidents don’t get the chance to put a Supreme Court justice on.""",False,True
"""The Democratic leader in the Senate, Harry Reid, has blocked any vote on the Keystone pipeline for years.""",True,True
"Says Oregon state employees received a ""catch-up"" pay raise in 1981 -- just two years after they agreed not to take a raise in exchange for a retirement benefit.",False,False
"Barack Obama supports plans to raise ""income taxes ... payroll taxes.""",True,True
"The DREAM Act ""was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadn’t changed. ... The only thing that had changed was politics.""",True,True
"""For most black people in the history of this country … it was illegal to pass as a white person. You were actually put in jail if you tried to pass.""",True,False
"""There’s no money"" for Planned Parenthood in the bill that would keep the government open.",True,True
"When he worked for AT&T, he ""was responsible for large parts in a $5 billion organization.""",False,True
"""Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.""",True,True
"""In two terms in the Missouri General Assembly, Jason Kander passed ZERO bills that were signed into law.""",False,True
"In 2017, ICE ""arrested more than 127,000 illegal immigrants with criminal convictions or facing charges of breaking our nation's’ laws,"" and removed nearly 5,000 gang members.",True,True
"""The CDC has removed the ‘Covid-19 Pandemic’ and replaced it with ‘Covid-19 Outbreak’ on their website. It was never a pandemic.""",False,False
"Says Oregonians for Food and Shelter ""proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.""",True,True
"Says Wisconsin ""hadn’t been won by a Republican since Dwight D. Eisenhower, in 1952. And I won Wisconsin. …  Ronald Reagan, remember, Wisconsin was the state that Ronald Reagan did not win.""",False,False
"Multnomah County’s food action plan ""clearly plans to disrupt the free market system in terms of food choices making it harder and more expensive for many residents to eat their food of choice.""",False,True
"""AARP endorses Biden and gives financial support to Planned Parenthood.""",False,False
"Under the Iran nuclear deal, ""we give them $150 billion, we get nothing.""",False,False
"Says Donald Trump was ""forced to file for bankruptcy not once, not twice, four times.""",True,True
"""Ganley said that if elected, he wants to ‘cut the dickens’ out of Social Security, Medicare and Veterans’ benefits.""",False,True
"Barack Obama’s Columbia University ID says he was a foreign student and went by ""Barry Soetoro.""",False,False
"""Black Lives Matter of Atlanta Charged with Wire Fraud, Money Laundering and Allegedly Using almost 500k in Donations For Personal Use.""",False,False
"""Gas in Canada is $9.00 a gallon.""",False,False
"Deaths from vaccines have totaled 1,621 from Johnson & Johnson, 4,799 from Moderna, 13,039 from Pfizer and 73 from unknown vaccines. And this is an undercount because ""only 1% of deaths are reported.""",False,False
Sarah Huckabee Sanders dressed up as KKK member on Halloween in 1993.,False,False
"""By the year 2015 (Medicaid will) take up half our budget.""",False,False
"""The Vaccine Adverse Event Recording System shows that 5,946 people have died because of the"" COVID-19 vaccine.",False,False
"The government ""made accommodation to the Fort Hood shooter to let him grow a beard"" for religious reasons.",False,True
"""I have the No. 1 show on NBC.""",True,True
"""Since 9/11, right-wing extremists (incl anti-abortion, anti-gov) have killed more Americans than Islamic extremists.""",True,True
Say Texas U.S. Reps. Eddie Bernice Johnson and Sheila Jackson Lee are among open Socialists in Congress.,False,False
"Says Donald Trump hired illegal workers ""from Poland and he had to pay a million dollars or so in a judgment.""",True,True
"Under the House Republican tax plan, in Wisconsin, ""the median household of four gets about a $2,000 tax cut, on average.""",True,True
"Says the governors of Michigan, New York and Nevada ""have issued orders banning the prescription of hydroxychloroquine to patients with COVID-19.""",False,False
Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,True,True
The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff.,False,False
"""More than 400 car crashes occur each year on the current, congested Columbia River Bridge.""",False,False
"""Our debt now is about $140,000 per household.""",True,True
"""Facebook removes, censors Declaration of Independence as ‘hate speech’""",True,True
"Oil money from federal leases ""can only be used to clean up the mess and damages from drilling.""",True,True
"""Fulton County has successfully reduced the number of pregnancies"" among 15- to 19-year-olds.",True,True
"According to crime statistics, ""riding MARTA has been becoming more and more safe over the years.""",True,True
"Says Donald Trump tweeted, ""Danny DeVito supports baby murder.""",False,False
"Gov. Sarah Palin ""got precisely zero support for her call for Alaska's Democratic Senator Mark Begich to resign because Ted Stevens' corruption conviction was overturned.""",False,False
"""Ohioans want an end to pay-to-play politics.""",False,False
Says the majority of Americans support gay marriage.,True,True
"""Justice Kennedy quit because he and his son helped Trump launder illegal Russian money through Deutsche Bank.""",False,False
"""Rand Paul’s speech ... on 'Gattaca' was totally ripped off of Wikipedia.""",True,True
No U.S. presidents elected before Donald Trump were racist.,False,False
"Says Joe Biden ""attacked voters this primary,"" saying ""damn liar,"" ""full of s---"" and ""dog-faced pony soldier.""",True,True
The COVID-19 vaccines cause AIDS.,False,False
"""It was (Rob Portman’s) job to stop China’s illegal dumping of steel. He failed, looked the other way, did nothing.""",False,False
"Says Joe Biden said voting by mail is a way to ""fundamentally change this country,"" contradicting past statements by Barack Obama and Debbie Wasserman Schultz.",False,False
Says the lines on the signature Solo cup are actually markings to designate various measurements.,False,False
"""It costs a hell of a lot more money to put somebody in jail than send them to the University of Virginia.""",True,True
"""Joe Garcia raised utility rates on families.""",False,True
"Under President Barack Obama, income levels and unemployment numbers ""are worse now than just about ever"" for African-Americans.",False,False
"Says a ""liberal"" immigration reform group endorsed his GOP primary opponent, Dave Brat.",False,False
Says television host Steve Harvey authored a pro-Trump rant about raccoons and exterminators.,False,False
Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.,True,True
"The flu shot is ""designed to spread cancer.""",False,False
"""The Post Office advises never send cash in the mail. It’s not secure. Vote by mail?""",False,False
"""90,000 Californians are unsheltered and homeless.""",True,True
"Says Sen. John McCain ""has taken more money from Wall Street than any other sitting senator.""",True,True
"Rubio's tax swap proposal ""would have been a massive tax increase.""",False,True
"Says ""how much money the government is collecting from people...in terms of the gross domestic product"" is ""the lowest in 40, 50 years.""",True,True
"Says Lee Leffingwell has been mayor of Austin, Texas ""for about as long as Sarah Palin was governor of Alaska.""",False,True
"""We give (foreign aid) to developing countries, and 70 percent of it's stolen off the top.""",False,False
"California Gov. Gavin Newsom ""just let 76,000 inmates out of jail.""",False,False
"""Spanish was the first European language spoken in this country.""",True,True
"Says ""the number of Americans living at or below the poverty line is at its highest level since"" 1964.",True,False
"""It’s not unusual for hospitals to sit at max or near max capacity on any given day.""",True,True
"Says proponents of a bond package for the Austin school district say the district has the second-lowest bond tax rate ""among the Central Texas area school districts.""",True,True
"Under current U.S. immigration policy, ""literally one person with a green card"" can, in the extreme, bring in more than 270 of his relatives.",False,False
Says we could have saved ourselves the cost of building the Powell Butte water reservoir.,False,True
"Based on current trends, ""15.5 million girls will be married in the next 16 years as children.""",True,True
"The Senate version of the health care reform bill ""allows taxpayer money to pay directly for abortion in federal community health centers funded in the bill.""",False,True
"When Colorado  eased its medical marijuana laws, fatal accidents involving pot-using drivers soared while overall traffic fatalities decreased.",True,False
"Labor union president Andy Stern is ""the most frequent visitor"" at the White House.",False,True
"Blue Cross’ new $90-million Providence headquarters ""was outfitted with $25 million in decor.""",False,True
"""COVID cases in India plummet after government promotes ivermectin and hydroxychloroquine use.""",False,False
"The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...""",False,False
"The Bundy Ranch deal is all about Nevada Sen. Harry Reid ""using federal violence to take people’s land in his state so he can package it to re-sell it to the Chinese.""",False,False
"""Joe Biden tells voters he's 'going to beat Joe Biden.'""",False,False
"""In 2020 we won (Wisconsin).""",False,False
"The National Defense Authorization Act for fiscal year 2019 ""includes the largest pay raise in nearly 10 years.""",True,True
A yearbook photo shows Mark Kelly dressed as Adolf Hitler.,False,False
"""(Chris Christie) has not paid one dollar of state money into our pension system, and then states that the system is broke.""",True,True
"""I recently had the opportunity to vote to give the president limited authority to begin strikes against terrorists in Iraq and Syria.""",False,True
"""In Africa, a child dies every minute because of (malaria).""",True,False
"""The Trans-Texas Corridor is dead.""",True,True
"""Iran will be shooting at our soldiers with bullets, etc., purchased with the $150 billion Obama gave them.""",False,False
"A video of Mark Zuckerberg shows him talking about controlling ""billions of people’s stolen data"" to control the future.",False,True
"Says ""the headlines … tell the story"" of how Walker has ""mismanaged"" Milwaukee County",False,True
"Health care reform legislation is ""likely to mandate free ‘sex change’ surgeries.""",False,False
A photo shows a massive crowd at a recent Florida rally for Donald Trump.,False,True
"Six convictions are connected to an allegation by prosecutors ""that Gov. Scott Walker is at the center of a criminal scheme.""",False,True
"The Gates Foundation ""tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.""",False,False
"""Sen. Rubio has the worst vote attendance record of any Florida senator in nearly 50 years.""",True,True
"""Things like … having Friday classes have been shown to be very effective on college campuses"" in reducing drinking.",True,False
"""One out of every 30 people in the Greater Boston area is an illegal alien.""",True,True
